City,2015,2016,2017,2018,2019,2020,2021
Geyserville,865224.6,949851.6,1001661.7,1106950.3,1128229.4,1151104.3,1321334.2
Gilroy,600665.5,647749.2,669727.5,764404.6,773047.6,794843.8,932166.6
Glen Ellen,896359,974795.4,1002327.6,1080410.6,1071657.2,1063191,1231541.9
Glendale,664577.2,688137.7,753669.8,853494.4,889182.2,937947.8,1078922.7
Glendora,508834.3,521089.9,560569.4,608905.3,615148.2,643993.9,739445
Gold Run,304850.6,324711.1,352626.3,381398.5,386098,399850.9,448110.8
Goleta,809012.1,852307.7,877080.2,895006,900970.2,921523.9,1094723.6
Gonzales,288052.9,328640.9,357861.5,382046.5,403158.2,432272.5,506420.3
Graeagle,236618.1,246289.6,267169.4,293675,311703.8,315935.6,378962.9
Grand Terrace,289719.1,304570.5,336198.2,374561,376895.9,396668.3,469838.8
Granite Bay,651954.6,680120,719274.7,760612.3,790509.2,830545.8,1015870.8
Grass Valley,327003.5,352092.8,378918.8,410204.5,415686.9,426770.2,498743.2
Graton,523650.5,577222.5,619713.5,676754.5,678661.4,693836.7,753478.1
Green Valley,211174.7,224734.8,255680.6,291412.9,311611.2,347368.4,398851.3
Green Valley Lake,143396.8,152189.3,168219.7,194793.2,205293.7,211812.1,271842.3
Greenfield,230295.3,267527.9,293128.3,318941.7,339541,370051.3,435387.3
Greenville,148518.2,164731.4,175979.6,197178.6,213272.6,221002.4,258843
Greenwood,305419.2,343392.8,377408.6,394313,398082.8,399525.4,467985.8
Grenada,136302.8,146595.4,154156.1,164177.9,176548.7,181717.3,225717.1
Gridley,172835.1,189735.7,207112.6,227147.4,251252.4,269653.1,309454.8
Grover Beach,415980.4,442965.6,493334.1,523367.5,530339.3,545878.6,620416.8
Guadalupe,247948.8,287166.1,309322.7,335349.4,348152.9,361997.9,418749.9
Gualala,431423.2,438635.1,483126.4,518630.6,530289.3,543986.8,631532.2
Guerneville,350475.7,399146.2,432735.7,478177,472330.2,474024.5,538358.9
Gustine,187119.4,209355.8,235751.9,257573.4,282005.5,303513.9,359173.8
Hacienda Heights,503235.3,511563.6,558325.1,609845.8,628782.4,658507.6,751532.6
Half Moon Bay,932006.3,1045629,1105987.2,1216319.1,1188703.7,1214077.8,1401060.9
Hamilton City,131827.1,147394,160565.5,176572,194796.8,212195.9,251060.3
Hanford,183913.9,197654,216098,230731.3,242432.1,256700,298467
Happy Camp,89589.4,102815.5,104719.1,115407.6,123412.7,124406,148472.1
Hawaiian Gardens,298857.5,316763.6,351075.7,401146,424642.2,450867.4,515682.5
Hawthorne,445505.7,471593.2,525671.2,609803.6,648074.9,689175.7,779876.5
Hayfork,174219.6,200505.2,232413.3,239610.7,228847.3,247973.8,287384.5
Hayward,484085.7,545263.4,593903.3,673015.2,674078.2,694024,812186.7
Healdsburg,761676.5,859819.7,902415.7,972890.4,976359.7,972890,1074944.7
Heber,189237.2,204711.5,214769.2,228000.6,245113.9,266370.4,296303.7
Helendale,184454.4,194624.7,211893,234067.8,238335.3,251538.8,312710.4
Hemet,195924.4,213265.5,233810,264308.8,275354.5,291461.8,351736.6
Herald,418873.9,461754.2,509507.3,552074.9,570695.5,584337,721440.1
Herlong,46468.2,59462,70236.9,83572.4,86876.3,82705.8,103529.5
Hermosa Beach,1270623.4,1299188.7,1430798.5,1659579.7,1717006.9,1743724.8,1994197.6
Hesperia,193804.1,210302.3,236604.5,268621.4,276116.9,294685.7,362300
Hickman,355522.4,385662.2,410699.3,441856.9,459087.4,483224.9,568672.1
Hidden Hills,2186771.6,2164361.4,2456879.4,3037721.3,3317921,3442092.7,4106707.3
Hidden Valley Lake,227779.7,254747.7,279004.4,306585.4,322937.5,326477,369068
Highland,255786,270990.4,295198.9,329110.9,337202.1,355308.4,421473.4
Hillsborough,3675234.6,3868958.1,3928379.4,4211147.4,4132316,4265874.2,4819375.9
Hilmar,262409.4,285181.1,305527.3,323194.9,342905,363749.7,416347
Hinkley,141108.6,139432.6,163835.8,200439.1,179670.7,187635.1,219537.4
Hollister,469157.4,526073.3,557383.1,581731.5,596610.8,621067.9,731896
Holtville,183084.5,201303.7,216995.5,224892.6,241567.2,267217.5,298296.5
Homeland,197303.5,219918.3,239954.6,277402.4,288263.8,310604.3,369349
Homewood,667537.1,684674.5,705988.6,753295.4,781119.1,802819.2,1060240.3
Hopland,388056,441668.5,499763.4,546067,569230.6,587528.1,669821.6
Hornbrook,108497.1,121360.6,133624.2,142454.5,152611.8,156070.7,199409.6
Hughson,294869.5,317127,338576.8,364288.8,377902.6,401323.4,473965.7
Huntington Beach,697196,716456.7,778020.8,840631.4,847885.3,891950.2,1017458.2
Huntington Park,303071.8,326221.2,363860.1,412270.3,436562.1,470229.3,534412.6
Huron,128005.2,136957.6,151465.1,167883,175979.3,182028.7,199812.4
Idyllwild,232006.6,242719.9,271198.4,314183.2,326708.6,340153.6,423689.5
Imperial,199846.9,215235.5,230015.4,243509.4,254024.4,270406.8,304530.1
Imperial Beach,436082.8,492644.9,554479.4,613354.5,620855.9,652473.3,749957.2
Indian Wells,916019.1,890787.4,885754.8,940907.3,973523,995881.5,1224280.6
Indio,267279,277748.6,290533.9,310818.3,324832,341372.4,410549.8
Inglewood,345540,367092.8,417539.8,503851.4,558144.5,603328.5,684940.6
Inverness,930281.7,1022888.6,1086721.4,1144808.4,1135665.2,1203283.5,1359707.9
Inyokern,155307,164178.2,177553.4,197138.8,202627,201784.9,242303.6
Ione,253804.3,283401.8,312129.9,337543.7,346747.8,362308.1,419973.1
Irvine,851969.1,860291.8,924768.3,999211.4,991994.1,1011133.1,1121549.3
Irwindale,328817,353860.9,417296.3,469063.4,484472.1,516537.7,597768.8
Isla Vista,901269.1,949696.1,986337.8,1029903.5,1034070.1,1063391.8,1246270
Isleton,233242.3,264697.2,282613.3,304386.8,315126.1,338835.4,391599
Ivanhoe,97279,101094.5,118712.6,132877.9,146073.8,156666.5,184660.7
Jackson,273255.2,298704.1,322283,346153,355048.3,362460.6,415757.4
Jacumba,139793.4,158558.1,180105,198212.6,198302.1,225804.5,267066.9
Jamul,547822.8,590011,624712.8,663860.5,651585.2,692127.3,830359.4
Janesville,186187.7,203415,221852.7,242514.6,253444.2,264700.9,314700.2
Jenner,661857.7,691640.1,698034.7,735414.2,712127.1,704154.2,791316.4
Joshua Tree,110981,121270.6,144052.3,186920.7,201426.9,222318.3,330571.3
Julian,313891.7,338647.5,365554.3,391118,395753.5,414055.5,478700.5
June Lake,401454.4,431634.2,455454.9,475197.2,495335.5,522135.8,615978.1
Jurupa Valley,314308.9,338400.9,361978.5,399779.5,414200.2,441408.2,518339.3
Keene,386735.1,390455,392853,410143.4,429803.5,442674.7,525064.3
Kelseyville,210654.6,234905.4,259669.4,284334.2,297282.8,304449.6,350351
Kennedy,123470,148408.1,175310.6,209612.8,230566.6,258206.6,297836.1
Kentfield,1851388.4,1978853.8,2017072.2,2129131.7,2113700.8,2146646.5,2488330.6
Kenwood,870471.5,958496.4,1004993.1,1088270.1,1092051.6,1065126.6,1202033.6
Kerman,202313.7,220867.8,237610.3,255179.1,267430.5,284544.7,332668.3
Kernville,204645.2,216067.6,221701.7,236976.5,244546.9,260304.5,283773.3
Kettleman City,87080.4,92137.8,103290.7,108597.2,118034.1,127225.2,152308
Keyes,178299.1,205787.8,226276.3,246321.1,266177.2,284676.1,342422.9
King City,243795.1,268924,289184.4,307267.6,325108.8,344942.2,414175.4
Kings Beach,410802,443648.3,474151.9,511459.9,541272.4,564708.3,739409
Kingsburg,249043.2,265465.8,282512.4,297812.6,310610.2,324438.8,369637.2
Kirkwood,548605.5,576154.9,592656.4,632312.9,630199.5,630247.6,709657.8
Klamath River,142704.6,157751.8,164863.2,178284.3,185613.7,191407.5,234928.6
Kyburz,230452.7,252899,273050.1,294812.5,302995,308173,348309.8
La Canada Flintridge,1302032.6,1301277.8,1430643.7,1598734.7,1645056.2,1709756.9,1911749.9
La Crescenta-Montrose,692810.5,709709,778744.6,877407.2,903695.3,949138.5,1091126.1
La Grange,211966.8,240740.6,267295.6,288219.2,298647.9,306227.7,368858.7
La Habra,461528.9,482749.4,532087,578454,583005.5,613776.3,709423.8
La Habra Heights,787361.9,776665.4,821721.1,901346.8,917421.3,958151.2,1084885.2
La Honda,675806.5,742391.5,798987,897615,872719.5,887528.9,954794.1
La Mesa,486660.3,519463.1,555051.4,585504.9,586603,624968,748199.4
La Mirada,460778.8,481423.7,524319.4,580739.5,597029.1,626331.1,722451.9
La Palma,569181.5,589435.7,646057,701054.4,713795.6,754759.1,864513.2
La Puente,336256,353965.6,391764.1,438314.8,460307.7,488496.8,562396.5
La Quinta,424095,424891.7,430323.5,457995.7,473016.7,498070.2,619783.2
La Riviera,251383.4,277088.2,303840.3,333901.6,348346.8,366983.5,435509.5
La Verne,532845.6,547264.7,587274.5,636007.6,645041.7,678058.8,776732.6
Ladera Heights,760997,793575.3,882522.4,1036277.7,1131148.5,1248316.9,1425934.8
Ladera Ranch,798068.4,810819.5,845206.4,901489.7,907567.3,939039.8,1115891.3
Lafayette,1239703.9,1306565.8,1352821.8,1416057.5,1439224.7,1503972.2,1765927.6
Laguna Beach,1658577.3,1620513,1791171.9,1995082,1944127.6,1972152.7,2317783.9
Laguna Hills,680145.5,693164.3,738066.4,785824.7,784836.3,814627.3,941115.3
Laguna Niguel,770514.6,786481.4,846816,904819.5,892080.5,927545,1084930.2
Laguna Woods,279651.6,280577.8,318831.8,375331.1,370114.5,367754.3,390298.6
Lagunitas,634476.1,697652.3,747243.7,809923.4,794944.3,815147.9,931616.1
Lake Arrowhead,290458,299062.7,324241.8,364120.4,368377.8,387610.3,525101.7
Lake Elsinore,283457.5,306110.9,329446.7,357832.1,367495.5,386126.4,471763.6
Lake Forest,632720.6,653702.6,708442.3,756399.1,752452.7,784436.2,896961.4
Lake Hughes,194124.4,209929.1,244046.7,284657.4,300713.6,317195.4,372441.8
Lake Isabella,113871.2,122471.3,129021.7,140688,149141.8,158590.7,183477.4
Lakeport,224408,247877.2,273623.9,301289.1,314519.8,324742.9,372437.5
Lakeside,436012.7,470429,501080.3,522198.9,531959.2,564252.8,665469.6
Lakewood,449380.3,470417.7,512684.5,564941.2,581902.1,617119.6,711650.6
Lamont,100336,110322.3,118014.6,128867.5,140505.4,151709.5,172490.4
Lancaster,200255.8,218292.8,244937.8,280881.5,299490.3,321961.8,394541.8
Landers,67861.4,76302.3,92647.8,122841,141132.5,163340.4,239274.9
Larkspur,1518891.8,1616752.7,1697159.3,1840962.9,1856544.7,1919509.6,2215958.6
Lathrop,322293.2,357413.9,395601,429214.5,444266.7,464533.2,572742.5
Laton,179524.2,201753,221634.6,240675.4,255131.4,264673.3,301523.8
Lawndale,404558.3,422434.5,466090.3,535064.4,569899.5,601826.7,681773.6
Laytonville,279205.6,312018,354611.8,379147.5,398802.6,417092.3,438449.2
Le Grand,138518.9,154926.6,173455.2,188914.8,208803.5,224267.7,267338.8
Lebec,186666.2,201859.3,218626.8,242303.5,254978.5,272744.3,328009.8
Lemon Grove,367453,400926.7,432440.2,460019.1,480557.7,511238,596420.4
Lemoore,201679.8,215380.2,235105.4,247745.7,257393.4,269818.8,313058.7
Lewiston,205640.2,218215.6,239811.2,251259,250000.4,266663.2,305849.3
Lexington Hills,764526.9,799543.5,833449.3,991744.2,985430.4,1014643.3,1151638.5
Lincoln,389579.5,412593.2,441223,466819.5,482725.6,505095.3,587777.2
Lincoln Village,207193,236270.1,262371.3,288115,303851.3,323164.7,380293
Linden,397440,424296.2,455933.3,499700.5,529733.6,540908.5,630979.7
Lindsay,136734.6,150355.5,169681.7,181877.9,193125.7,205377.6,241220.8
Litchfield,162204,184404.5,199720.8,216371.5,222279.7,227530.9,277481.5
Littlerock,186076.5,206069,231705.3,269735,298144.1,321837.8,381505.8
Live Oak,175575.6,193322.6,217228.7,239343.4,254369.1,275430.8,330483.4
Livermore,674404.4,722350.1,755792.3,821842.7,810788.7,824112.1,989957.3
Livingston,199970.7,222100.2,243676.7,261341.6,281012.1,299490.9,351548.6
Llano,180719.3,190165.1,216079.4,250956.4,277815,304562.3,352996.7
Lockeford,277217.1,303431.1,330636.5,357880.5,370638.1,385743.9,459862.2
Lodi,290538.2,315258.3,343398.4,370095.7,385586.5,402019.3,468133.1
Loma Linda,322385.6,335846,376131.9,421710.9,426290.9,449353.9,527432.5
Lomita,515248.1,534093.6,577741.8,641271.8,662291.9,704460.7,806587.6
Lompoc,284858.7,318222.1,342324.4,359092.1,371035.1,388610.8,457615.4
Long Beach,463493.8,483267.4,526555.8,586911.1,609655.8,645808.7,745729.6
Loomis,486594.7,525025.1,565063.2,614234.1,637648.6,670525.7,820320.2
Los Alamitos,792993.1,811426.8,880110.5,956687.2,963814.1,1026283,1188099.7
Los Alamos,458934.8,504615,534216.9,560196,571944.6,597967.8,705040.1
Los Altos,2604507.9,2638875.7,2632654.7,3149834.6,3179775.9,3207966.6,3644175
Los Altos Hills,3760527,3740824.4,3601262.2,4166817.8,4302628.2,4320280.6,4947153.7
Los Angeles,525663.9,545176,593533.1,673534.7,703518.5,750603.7,865947.1
Los Banos,227028.2,251881.5,276430,301367.7,326226.7,342378.9,401366.5
Los Gatos,1563487.5,1617972.9,1631381.2,1923373.8,1930507.4,1974212,2303999.5
Los Molinos,164223.1,182119.8,191140.2,206921,234764.5,253922.8,293585.9
Los Olivos,862218.7,930586.1,944784.3,981214,986365.2,1011107.6,1236461.7
Los Osos,460210.1,492918.2,552820.6,585452.5,599558,623805.8,709691.3
Lost Hills,107161,122304.1,138834.4,154159.1,165959.1,169901.7,199481.6
Lotus,393216.7,424085.4,468495.8,491850.9,509257.6,511414.1,591929.9
Lower Lake,237326.6,269799.8,295899.8,319891.6,334366.3,343959.6,414592.6
Loyalton,115217,131746.6,150377.4,180536,195245.2,206472.5,246349.6
Lucerne,131152.2,145269.8,161852.9,179570,197325,206179,241722.8
Lucerne Valley,99050.8,105576.1,127114.2,164805.8,170347.8,182863.5,234250.8
Lynwood,307124.5,326178.7,364781.2,412844.7,441546.3,473211.5,536030.1
Lytle Creek,156375.8,172649.7,205173.3,246298.4,261515.4,276525.8,323335.3
Macdoel,73072.8,79719.3,80188.9,87873.8,93999.2,93527.9,122284.2
Madera,188136.1,200868.2,217876.5,243465.5,258040.1,276755.8,325007.9
Magalia,178929.6,192834.4,210602.5,232315.4,255806.4,254350.2,278163.4
Malibu,1787607.9,1748795.6,2040793.8,2574965.2,2794309.5,2736930.3,3351049.7
Mammoth Lakes,629627.4,662355.7,691599.1,772578,813071.3,792150.9,990255.8
Manchester,419050.3,442077.4,480347.4,509949.1,537624.1,561604.1,665966.1
Manhattan Beach,1626589,1650182.8,1823039.9,2137641.8,2226277.4,2255345.2,2557407.6
Manteca,314128.2,345174.8,374998,406751.9,422819.2,443733.8,534130.3
Manton,199242.1,209782.6,223883.4,236807.1,246475.1,260057.7,303404.1
Maricopa,85986.8,97577.8,104366.3,123716,127968.9,123702.8,142265
Marina,472759.7,511393.6,550733.4,586556.8,612574.9,641620.7,749425.3
Mariposa,235453,255649.1,271425.2,287519.4,297515.6,311941.9,368951.4
Markleeville,313568.6,333461,344545.3,362923.3,381302.5,399796.6,478316.9
Martinez,484718.4,534803.3,572279.6,610399.3,613825.7,646630.2,758301.3
Marysville,185687,204895.5,227707.5,250464.3,267335.4,287053.2,339028.7
Mather,309292.2,333913.4,362535.2,394859,406391.9,430199.5,517232.3
Maywood,304608.7,321096.5,358812.5,407075.4,429056.6,460014.5,513002.5
Mc Farland,145870.5,156523.7,167485.6,182403.3,191722.8,201481.3,228476.1
Mc Kittrick,106103.4,122753.7,139237.2,155783.6,169197.9,175947.2,202736.9
McArthur,177839,190668,208554.7,223801.1,228917.9,234640.9,282993.2
McCloud,158292,171426.2,182913.2,205649.4,221916.4,234788.7,295282.2
McKinleyville,325435.1,347954.9,373902.5,388096.7,406727.3,421361.3,462108.5
Meadow Vista,405351.3,440382,474818.7,508726.3,525572.2,545572.2,630656.1
Mecca,119308.3,129768.4,146957.6,168518.5,187927.5,204704.2,235144.2
Mendocino,679566.2,729885.6,772833.2,830898.6,862716.4,892351.7,1029654
Mendota,135348.6,149844.5,164577.4,181622.1,192635.8,205234.5,239592.2
Menifee,289607.9,311157.1,336071.9,367203.7,375955.8,393887.5,478171
Menlo Park,2008563.6,2150444.9,2208834.6,2484907.3,2466885.4,2449578.9,2598286
Mentone,233871.8,251211.6,282620.4,318618.8,326461.6,348102.9,413481.3
Merced,185749.4,198091,218444,242422.5,260820.1,274513.3,326553.5
Meridian,236381,256198.3,278943.3,302939.8,318330.1,341192.3,393451.4
Middletown,192085,213159.4,217997.4,236013.8,255195.6,265719.4,300135
Milford,168667.3,186202.6,202378,219964.4,225323,227658.2,277104.1
Mill Valley,1418686.9,1511350.3,1545411.5,1636630.6,1638485.7,1702217.5,1960914.7
Millbrae,1356873.1,1493731.6,1565802.5,1748474.7,1702291.5,1732206,1904691.7
Milpitas,761775.9,824879.7,857477.8,1064704.1,1056911.4,1073818.8,1232171
Miramonte,164006.8,179522.8,195947.7,205109.7,219053.4,221332.9,258716.7
Mission Viejo,618151.3,638156.9,690918.9,733919.1,729761.5,763536.2,882909.5
Modesto,217385.4,241261.3,264184.7,289154.1,304961.2,324854.4,385854.9
Mojave,75365,84847.7,96114.1,115418.9,134908.3,153121.1,182483.1
Mokelumne Hill,189580.1,212703.1,247201.3,263253.6,277050.5,282780.7,339807.5
Monrovia,581410.7,592106.9,635315.2,699641.7,715235.2,744583.1,841607.7
Montague,129885.2,143961,158378.8,171947.7,180594.5,189880.5,238045.9
Montara,823414.8,917313.9,977216.5,1102882.8,1119580.5,1129780.2,1277780.9
Montclair,321410.8,336861.2,377952.2,421180.4,429504.6,451921.2,529054.3
Monte Rio,402625.1,444959.7,477201.2,537904.8,527348.4,521412.1,591566.7
Monte Sereno,2440999.9,2460143.2,2446257.5,2830508,2858538.3,2918190.9,3467921.6
Montebello,432628.2,445076.1,484331.5,539256.3,562869.2,600664.5,675589.3
Montecito,2974005.1,3190077.8,3222153.4,3279578,3221665.3,3146729.2,4086615.8
Monterey,705943.8,759916.6,803795.4,852767.5,879765.3,891308,1045014.2
Monterey Park,537728.3,542792.1,590972.8,656631.1,676929.1,706522.5,790595.4
Moorpark,590609.9,621233,654202.3,679481.5,686363.7,705533,811455.5
Morada,401104.1,433632.4,459119.3,498181.2,526658.1,547768.4,641128
Moreno Valley,257531.6,277534.2,296810.3,326105.9,340801.7,362650.6,433353.2
Morgan Hill,755209.2,805632.1,838797.2,963951.3,982396.3,1005008.1,1185149
Morongo Valley,117096.9,128029.3,148172.8,183468.6,196037.5,215122.4,285191.1
Morro Bay,534083,572372.6,647973.1,682273.9,693182.9,712927.8,818305.9
Moss Beach,859230.9,976663.7,1050004,1162181.5,1144025.8,1164554,1323471.4
Moss Landing,458192.9,516814.4,567369.7,598825.3,633023.2,677139.4,799366.6
Mount Shasta,246639.4,267392.4,283674,306359.5,320031.4,324439.3,383216.3
Mountain Center,285694.9,297919.7,312690.5,350414.1,367892.5,393377.5,461930.6
Mountain Ranch,216911.1,254426.9,281870.9,293413,297750,290441.9,343601.4
Mountain View,1450676.9,1523023,1543308.7,1888228.1,1861313.7,1850961.1,2030127.4
Murphys,297723.6,324143.7,346974.3,364299.7,379546.5,388801.9,460674.6
Murrieta,362424.1,382798,405545,435863.3,444906.1,466008,571395
Muscoy,154204.9,167048.3,200252.2,246547,265973.3,285032.8,340367.5
Napa,563644.9,618651.7,657009.8,690537.2,710625.5,727965.8,823446.6
National City,328163.1,366550.1,397873,426009.5,453219.6,476751.3,547881.3
Needles,76160.4,79507.7,95453.2,113968.6,107678.4,113449.3,156886.3
Nevada City,366616.7,392647.9,421337.7,450988,458413.3,474410.9,560549.3
Newark,642867.3,725307.7,786604.6,929569.7,921710.6,928267.7,1087178.1
Newberry Springs,108023.5,111494.4,130914.7,156432.3,153298,162940.3,223412.1
Newcastle,502571.2,541157.7,578727.6,624692.4,648233.1,681016.7,820908.1
Newman,203253.8,227821.5,250312.4,278787.8,298812.7,320314.1,380044.2
Newport Beach,1899472.7,1881558.1,2053857.6,2288055.5,2228381.6,2310975.3,2692098.9
Nicasio,1111601.7,1211695.7,1237257.2,1294996.4,1306676.5,1323426.8,1637294.6
Nice,118118.4,142320.4,160643.5,178868.4,193364.7,199879.8,232555.6
Nicolaus,303425.5,326711.6,370449.6,394954.4,403792,432353.3,499725
Nipomo,510320.6,542739.6,596043.4,623089.6,628137.3,650135.3,737116.4
Norco,440803.6,462236.9,486947.8,529050.4,547423,582887.1,682136.5
North Fork,224878.1,232557.4,241886,274619.3,283867.6,288379.9,344865.8
North San Juan,233949.1,261150.8,279099.6,302540.6,309105,323371,384569.2
North Tustin,822029,837938.2,911531.1,987654.7,990778.6,1051704.8,1217666.7
Norwalk,360529,378145.3,418226,465805.6,484024.6,516759.5,594423.9
Novato,739786.9,803376,840163.7,896654.2,902374.7,915708.5,1063414.3
Nuevo,262050.5,289218.2,313217.5,349141.3,361606.4,385591.7,454634
Oak Park,747445.5,779770.3,819088.2,858448.4,870562.3,896020.5,1008070.7
Oak View,486430.6,527044,559436.3,588844,599222.9,627146.9,725890.5
Oakdale,308037.8,330441.6,352912.3,378195.2,394152.9,416228.7,490523.6
Oakhurst,229980.4,239997.3,253281.8,282040.2,297728.2,312826.2,367643.9
Oakland,538309.2,625808.6,681292.5,752277.4,755045.9,793065.9,900794.5
Oakley,363863.1,406894.6,442801.1,482504.3,496278.3,521852.3,631611.4
Occidental,548954.8,614322.1,663526.9,736359.4,730715.4,749641.4,864887.2
Oceano,348989.1,378393.3,425468,451897.7,462846.5,476934.2,547485.4
Oceanside,434629.6,465258.4,501100.5,530271.4,539871.5,572606.3,682168.5
Oildale,128418.8,136066.5,143231.3,155252.2,166422.8,178076.3,207315.8
Ojai,621971.6,665493.7,700557.8,741217.3,757297.1,792878.1,953972.4
Olivehurst,196788.6,218842,245749,272026.1,292143.3,317128.8,380270.1
Ontario,331054.1,347240.6,383361.9,427611,438524.7,461296.4,539433.6
Onyx,131859.3,134054.4,147313,162643.9,175214.8,183147.5,210645.1
Orange,589231.4,610790.9,662268.1,711371.3,714444.2,748247.6,859129.2
Orange Cove,124817.6,135145.1,145357.8,154580.4,165539.7,180192.9,207214.5
Orangevale,316875.5,343035.5,372664.1,399803.8,412696.4,434006.9,507254.2
Oregon House,228465.4,255205.9,282131.9,309038.7,322229.9,328862.9,393519.3
Orinda,1288115.8,1365157,1420480.6,1485500.7,1478376.4,1525868,1817790.1
Orland,200197.1,219319.4,239056.1,258201.6,281768,309710.8,355176.7
Orosi,131774.9,142818.1,161826.2,170339.5,181690,196004,228347.8
Oroville,167791.4,182123.9,199472.2,217836.8,243021.9,258576.7,296475.7
Oxnard,424045.3,455880.9,484375.8,511351.2,524458.4,552263.7,635059.7
Pacific Grove,746831.5,826853.4,882780.5,927173.8,940024.6,965349.3,1142237.4
Pacifica,772765,860758.7,927274.7,1054338.4,1067000.4,1102242.7,1222073
Pala,563479.8,588513.7,627132.9,683245.3,655257.9,700762.7,866721.5
Palermo,134201.5,150225.9,161159.7,177299.9,204382.1,215700.1,247594
Palm Desert,358661.2,357252.6,363540.4,390730.2,406760.1,423163.5,511819.4
Palm Springs,478622.1,482822.4,494439.1,553599.2,583423.1,624027.2,815188.8
Palmdale,226204.1,246517.6,273743.3,308695.1,326878.4,349774.8,424518.4
Palo Alto,2611552.6,2586249.9,2556422.7,3043097,2951329.6,2927431.2,3183231.1
Palomar Mountain,220697,244974.6,274251.9,291410.6,297722.2,323703.4,383725.9
Palos Verdes Estates,1643450.6,1599974.1,1706240.5,1872037.3,1933173.3,1959130.6,2225961.8
Paradise,413047.3,448924.4,488629.7,527737.1,547088.4,411309.4,384003.7
Paramount,311940.3,328625.5,367251.5,420622.5,449026.9,476767.1,544261.3
