City,2015,2016,2017,2018,2019,2020,2021
Parlier,137850.9,152145.1,166727.9,180919.1,192736.6,207305.9,244270.6
Pasadena,680719.2,690672.6,751814.4,846274.2,866825.5,907313.6,1030438.7
Paso Robles,409350.4,434451.3,478894.1,506241.8,512871.2,536904.7,616284.1
Patterson,262023.1,284068.3,312059.8,348079.9,367834.8,384835.7,453305.8
Pauma Valley,491837.5,515460.5,539322.3,552583,552612.5,588486.2,701636.3
Pearblossom,185465.6,196038.1,221623.1,257795,283869.4,306650,357036.6
Penn Valley,320414.4,338455.8,359509.6,391911.7,399221.3,410713.9,483112.1
Penngrove,728297.5,803495.2,854281.5,946586.8,949345.5,945977.1,1065966.6
Penryn,496563.4,535302,570993.1,621036.4,644900.4,681653.8,838363.1
Perris,245641,266993.8,287860.9,317020.8,332046.2,353238,425454.2
Pescadero,834620.9,874535.9,950364.7,1063924.3,1043488.1,1081125,1240475.6
Petaluma,582989.3,630848.8,671726.3,731606.7,732524.9,744053.3,829186.4
Phelan,196086.4,212131.1,239145,276162.7,279327.1,300272.9,373062.9
Pico Rivera,356071.2,373592.5,412444.4,460538.4,484680.9,517143.3,590911.4
Piedmont,1720062.8,1835104.3,1905592.3,2061509.7,2057952.8,2060041.6,2404455.8
Pilot Hill,403656.2,433442.8,472819.6,508802.3,517358.7,517596.1,606859
Pine Grove,258467.3,280974.6,302533.8,327660.1,339147.8,343252.2,396389.6
Pine Mountain Club,190206.2,202125.9,217365.8,236553.5,253577,271308,334241.1
Pinon Hills,196524.2,212884.1,243131.6,282813.8,287260.8,312880.3,385105.1
Pioneer,194794.7,217624.1,239921.8,265365.6,274372.6,277492.1,327436.2
Piru,273388.8,298413.7,331554.6,362372.8,381813.9,405121.3,453207.3
Pismo Beach,697462.4,737162,830688.1,871536.1,869652.6,888676.1,1041466.4
Pittsburg,312807.7,356172.7,391971,430698,444069.5,467344.1,552424.5
Pixley,109891.8,121284,139433.5,150583.6,161983.7,171720.9,203365.3
Placentia,556507.8,582788.8,632606.2,674983.6,680417.5,716211.6,820654.3
Placerville,331617.7,360630.9,390151.1,413699.6,424262.1,425676.7,489750.7
Planada,95007.9,108520,124109.7,140371.6,162224.4,179516.4,220877.5
Pleasant Grove,410240.7,450392.4,498609.2,543345.8,564036.9,604708,709397.1
Pleasant Hill,628847.5,671641.8,717778.5,771886.1,777109.2,813851.7,958590.8
Pleasanton,941075.5,1013472,1056478.5,1168070.1,1150607.6,1156068.4,1406382.8
Plumas Eureka,233921.7,245664.9,261054,283795.3,299882.3,312894.6,363806.3
Plymouth,320031.6,356243.8,382253.2,423654.8,440247.7,450429.8,528243.5
Point Reyes Station,903924.8,984596.9,1042450.9,1116401,1113809.9,1170398.1,1382232.9
Pollock Pines,238376.8,263993.7,291855.6,314368.1,321458.8,324449.3,375866.4
Pomona,324461.4,339641.3,373717.6,417753,437296.3,463608.4,539980.7
Pope Valley,258141.6,307916.2,339874.3,348843.4,340978.4,331969.1,370290.3
Port Hueneme,359651.1,384955.1,414138,437597.6,448736.5,473945.6,547066.3
Porterville,153079.9,163777,183139.8,197708.6,210302.3,224321.3,257264.2
Portola,140887.3,156115.2,171642.1,190635.8,207892.9,219706,257363.5
Portola Valley,2951752,3113658.8,3049654.8,3241383.9,3221722.3,3223520.5,3551777.9
Potrero,298822.7,311404.9,337390.8,378438.7,384400.8,400812.8,451498.5
Potter Valley,359060.4,395325,434130,459787.4,475395.3,521345.6,585033
Poway,626456.2,657524.5,696869.1,734835,748012.4,781407.7,927175.7
Prather,308477.7,325358.2,345965.9,366540.7,381758.9,395175.7,470710.7
Quincy,202226.6,217440.7,231730.9,252004.3,261330.7,268099.8,307036.5
Ramona,441424.1,479712,513737.2,543447,546342.1,576388.4,675931.1
Ranchita,309336.1,338743.3,377140.9,417506.9,380060.2,381660.1,455829.3
Rancho Cordova,288604.4,315111.3,345200.1,374912.7,386475.7,407848,479830.9
Rancho Cucamonga,443517.9,456970.9,492598.8,535474.9,539416.8,561678.6,656912.4
Rancho Mirage,589440.7,588318.1,589176.3,620311.1,637281.6,665368.9,818898.2
Rancho Palos Verdes,1022704,1031362.9,1119089.2,1229485.2,1268021.5,1303053.4,1523975.4
Rancho Santa Fe,2330405.5,2341697.1,2370357.3,2462148.2,2429575.9,2513336.5,3063172.4
Rancho Santa Margarita,603596.6,624943.3,668562.8,711793.2,711404.2,738200.4,858304.4
Raymond,244354.3,260360.9,279278.7,319367.4,331525.5,340110.4,420426.4
Red Bluff,171912.5,183074.7,194967.2,209428.9,225584.3,247553.9,284834.5
Redding,229353.9,239387.6,253500.3,269019.8,284988.1,300781.5,349736.5
Redlands,333596.4,345348.6,381986.8,422150.9,427974.6,451411.4,525512.3
Redondo Beach,812458.4,840374.5,917530.5,1041578.2,1074455.2,1109966.6,1274787.5
Redwood City,1158217.2,1295517.4,1359513.5,1560241.6,1532305.2,1571403.4,1722813.3
Redwood Valley,433240.6,468155.5,509135,522437.5,545762.9,560912.5,635010.7
Reedley,188419.2,204009.2,222665,240817,250388.6,263999.8,301273.7
Rescue,460650.3,499078,535512.6,568384.4,591254.3,599042.6,708352.1
Rialto,258678.9,275913.6,303549.3,343086.1,359009.2,383501.9,451419.4
Richgrove,97854,107134.2,120582.4,131617.3,148079,166479.5,191609.2
Richmond,357486.2,418837.1,461041.7,512892.6,529967.3,556632.3,639688.4
Richvale,190896.9,214610.2,240181.4,272244,303998.6,315327.8,341738.4
Ridgecrest,157835,167574.4,184586.7,198315.7,205609.9,212314.4,243226.2
Rio Dell,213313.9,234181.6,262917.3,277947,300786.1,312609.8,327874
Rio Linda,221599,250674.9,279872.5,305336.1,316777.1,338547.9,400132.5
Rio Oso,348591.4,367467.8,415811.1,445669.9,459343.5,486589.4,565773
Rio Vista,302000.9,326520.5,354934.4,383142.6,390077.5,402056.1,450637.2
Ripon,367709.8,398527.8,429937.7,462259.1,481082.9,504544.3,597131.6
Riverbank,243405,268389.6,291937.3,316277.2,328821.3,348236.5,412547.5
Riverdale,155137.2,169682.5,187613.4,205272.4,220237.8,231162.8,266095.7
Riverside,327723.7,347156.3,368328.2,402965.8,415342.9,437654.1,516431.9
Robbins,178825.6,199015.4,231039.8,252671.1,266333.5,284290.9,340802
Rocklin,408481.2,431612.3,458333.6,487983.3,506934.9,534070.2,628055.9
Rohnert Park,458244.5,502731.4,536407.9,590875,591335,597477.4,664100.5
Rolling Hills,2360021.3,2334785.8,2547719.9,2872210.9,3044302.7,3077562.9,3665349.9
Rolling Hills Estates,1154381.1,1150649.1,1230751.2,1350855.1,1380285.8,1421499,1674116.9
Rosamond,169375.4,186020.2,209928.4,240049.9,256226.9,273807.2,326072
Rosemead,487278.7,493954.8,534329.6,597888,617931.6,648646.1,729089.9
Rosemont,241100.3,268054.4,294921,324203.1,339261.5,358244.8,426798.3
Roseville,383780.1,406394.2,434118.3,461243.2,476928.3,499620,586968.3
Ross,2576118.3,2718804.8,2763616.2,2878598.6,2856938.8,2942001,3487967.5
Rough and Ready,345637.7,378114.4,402536.5,428522.5,436716.8,457859.3,549149.8
Rowland Heights,568658.2,571355.3,606907.1,653993.8,659414,682343.1,762969.3
Running Springs,153088.5,165643.4,185575.1,220133,228097.1,240240,305928.4
Sacramento,245872,278199.1,306351.7,332756.2,344954.6,368558.1,437584.3
Saint Helena,1242387.8,1344673,1409837.1,1484469.9,1510047.3,1543982.2,1818364.4
Salida,249617.2,272709.3,296962.7,323776.5,341227.9,363736,430190.6
Salinas,375319.9,412975.2,445639.3,473195,495383.7,528083.2,617086.4
San Andreas,176809.4,199426.5,226284.5,255042.4,262616.3,272088.3,320648
San Anselmo,1048459.8,1117830.5,1181736.3,1274405.5,1259551,1307532,1544007.4
San Bernardino,201368.8,217198,244831.7,281483.5,294293.1,315273.2,376034.4
San Bruno,807635.3,903788.3,972718.4,1112965.7,1108774.1,1156150.8,1274725.4
San Carlos,1574958.5,1699356.5,1768136.6,1991985.2,1923473.2,1957991.4,2189179.7
San Clemente,807087.4,830662.3,891884.9,959752.7,961466.7,1002709.8,1212586.1
San Diego,559551,593809.5,633598.3,676936.2,682420.4,722999.5,857787.9
San Dimas,508647.9,525522.9,564027.8,614112.9,624647.8,650953.6,747631
San Fernando,332196,353038.4,390703.1,444316.6,473441.7,508423.9,587235.1
San Francisco,1102473.5,1187629.8,1243360.5,1380453.7,1378304.7,1431572.5,1500708
San Gabriel,649808.5,651922,705391.5,780799,784792.3,812607.3,906455.2
San Geronimo,755927.2,829376.7,869527,931816.1,929455.1,950011.4,1146835.6
San Jacinto,212278.4,230976.9,251489.3,280387.2,293035.6,311842,380796.1
San Joaquin,112083.1,125707.5,142764.2,159010.1,170760.5,184614.1,215659.8
San Jose,752961.7,804634.9,834533.4,1032893.7,1038685,1060669.2,1225837.8
San Juan Bautista,570649.2,632408.9,660024.7,679395.9,704056.8,737928.3,868537.5
San Juan Capistrano,693228.3,719282.5,777671.9,836593.1,835293.9,870648.6,1030288
San Leandro,499412.7,561268.9,607083.4,674873,676114.3,705778.8,822147.4
San Lorenzo,463528.3,519319.4,565628.5,640505.3,645171.3,676817.8,779045.6
San Luis Obispo,663871.3,693577.9,751416.9,791171.7,799677.9,817711.8,902951
San Marcos,519869.6,552875.9,584340.7,617235.2,625436.8,653481.4,780939.8
San Marino,2002894.4,1904113.4,2000806.5,2184545.8,2209240.5,2240990.9,2341551.2
San Martin,896402.6,922294.6,936102.9,1113748.2,1128333.9,1173603.5,1391172.6
San Mateo,1146892.5,1255433.1,1337956.9,1542100.1,1494211.9,1521472,1660818.3
San Miguel,319321.4,339302.7,376710.8,399285.2,409615.1,430075.9,481897.1
San Rafael,887550.2,951139.2,1001397.5,1080285.5,1084078.5,1128272.9,1334953
San Ramon,918200.4,975138.5,1014027.5,1087065.7,1105162.7,1131137.9,1394037.8
Sanger,193064.8,210034,227023,247619.7,263701.2,279139.8,328146.4
Santa Ana,430013.4,449191.6,495494.7,550430.9,559299.4,596260.3,673110.9
Santa Barbara,1068483.2,1131553.6,1156489.2,1195341.4,1201829,1214048.5,1487946
Santa Clara,898128.5,974321.9,1010247.9,1292287.1,1287999.9,1307454.5,1454962.9
Santa Clarita,479952.1,500797.8,534437.8,576992.4,588272.2,615907.7,721621.3
Santa Cruz,802102.2,871026.6,931186.3,1010359.5,991517.2,1008831.7,1209409.7
Santa Fe Springs,368585.4,384377.1,424636.9,471567.9,489436.8,523210.5,599836.3
Santa Maria,326119,353111.9,370866.2,390254.4,403283,424509.5,497564.4
Santa Monica,1470627.2,1446466.9,1607786.2,1974028,2060064.3,2071689.5,2259775.4
Santa Paula,388039.2,416457.9,445112.5,474436.1,486534,512182.6,583585.9
Santa Rosa,483936,528916.3,565103.2,622542.2,615866.2,620085.7,673312.9
Santa Ynez,1018818,1079292.7,1101993.3,1129915.5,1166439.7,1187875.3,1480462.4
Santa Ysabel,457460.7,490723.8,530235.7,560241.2,556142.1,570131.7,658602.9
Santee,427925.3,458657.8,489828.4,516980,526599.3,558277.1,656043.9
Saratoga,2115357.4,2152561.9,2146239.5,2570938.9,2615453.3,2635450.3,3121945.8
Sausalito,1382143.7,1490567,1543714.6,1644343.5,1653966.8,1703889.8,1902154.4
Scotts Valley,788120.9,847551.5,890784.1,949165.7,950304.6,977611.3,1146433.7
Seal Beach,813077,829764.5,898849.6,970697.6,971617.8,1011899.7,1161624.7
Seaside,410465.7,448868.3,486428.5,521337.8,544604.3,579783.2,666984.3
Sebastopol,735866.6,799417.8,846795.4,915166.1,922260,924802.4,1042581.1
Selma,173528,187877.8,201277.6,218078.1,231138,243449.4,279430.4
Shafter,177549.9,191681,202850,217444.8,231526.5,249593.9,287115.6
Shandon,238605.6,259639.1,294803.2,319191.3,329294.1,342476.1,394677.2
Shaver Lake,402213.2,422243.1,433139.9,450946.5,458755.5,461422.1,546806
Sheridan,243580.8,279094.3,312689.1,338482.8,356456.5,386368.2,454097.2
Shingle Springs,386207.9,416650.4,447397.1,478943.5,496373.7,511504.6,597759.9
Sierra City,185192.8,198381.7,214385.4,230940.6,239088,260837.3,304864.6
Sierra Madre,799007,809621.1,883597.8,969806,991056.5,1018195.9,1173878.6
Sierraville,211750.6,240268.6,264875.1,297572.3,313195.4,336657.9,420197.1
Signal Hill,523267.9,532954.2,561331.5,622689.2,650747.9,670678.1,765941.8
Silverado,520034.7,540775.3,602773.5,656347,652378.1,688734,789175.6
Simi Valley,510948,542585.8,571272,599350.9,606980.7,630952.9,727097.6
Sloughhouse,420903.1,451900.1,487254,522125.5,534965.9,552001,643257.5
Smartsville,275995.1,313256.5,337490.1,369659.6,378024.4,399771.8,474988.6
Smith River,233025.5,254225.7,266453.6,293516.4,309639.9,335059.9,378108.7
Snelling,245240.7,264810.4,293280.4,309340.4,329216.3,339672.5,404881.9
Soda Springs,429701.8,455285.4,467192.8,497434.7,517005.9,538520.1,682604.6
Solana Beach,1201807.1,1269358.6,1337406.8,1418293.2,1409524.5,1494684.2,1833243.7
Soledad,297659.5,332929,356936.9,381017.7,402256.4,436759.9,517117.4
Solvang,726389.4,780240.4,805373.7,827523.3,843805.3,862501.7,1055714.1
Somerset,290728.7,317489.2,347967.9,370815.4,373960.5,378274.3,445652.4
Somis,859825.6,904882.6,964444,1013443.9,1054264.2,1103121.6,1304371.6
Sonoma,682664.8,746942.3,778505.3,847712.8,841619.4,844275.6,968737.9
Soquel,785946.2,861976.1,900943.1,964295.1,946554.2,967448.3,1166324.6
South El Monte,355458.7,371113.9,409870.7,461958.4,477593.6,503518.2,576307.5
South Gate,325921.2,344426.4,380885.1,427658.7,451716.2,481360.2,545701
South Lake Tahoe,375425.5,399993.3,429845.3,466533.6,477978,484601.7,623830.1
South Pasadena,985780,974206.7,1058772.7,1235775.1,1278330.9,1325267.7,1497298.1
South San Francisco,777174.9,863808.9,920169.2,1050781.1,1046268,1088360.8,1209164.7
Spring Valley,391865.1,426161.3,457896.1,484514,494294.6,526439.5,621040.2
Springville,225420.2,240441.1,259729.5,277770.9,286904.6,300766.4,356277
Squaw Valley,180353.6,196149.7,213255.9,230188.6,237759.8,253143,308306.5
Standish,182700,207333.8,225121.1,241789.3,250934.1,257391.5,309978.9
Stanford,2194553.9,2250074.8,2269565.1,2626737,2643960.1,2613545.1,2859703.3
Stanton,375411.3,397704,444892.5,496108.6,509447.2,543345.5,626208.9
Stevinson,280718.4,318880.9,340423.2,373406.1,395806.3,403334.1,507012.7
Stinson Beach,1849494,2111801.9,2282437.1,2457115.9,2403941.2,2737984.6,3419027.9
Stirling City,65561.4,85105.2,95370.7,112467.3,145511.9,164142,174946.5
Stockton,208200.6,233751.4,262997.7,294051,310804.4,328712.7,393478.2
Stratford,107404.2,115458.2,132428.6,142948.7,155292.7,170740.4,199458
Strathmore,118753.5,128017.5,144001,159214.6,176660.2,192025.5,222402.3
Sugarloaf,131663.4,140796.5,155587.1,182567.8,194508.3,201583.5,265599.5
Suisun City,294316,326151.8,360839.6,393776.8,406800.9,426529.7,491908.1
Summerland,1526974,1680431.7,1715479.4,1751034.7,1731976.5,1714656.1,2212212
Sunnyvale,1169514.5,1243687.4,1278565.9,1642635.5,1622232.2,1634927.7,1830261.3
Sunol,952547.2,1076813.3,1126130.9,1201031.6,1144396.9,1184396.7,1366836.3
Susanville,134723.1,150388.8,163241.6,176603.7,184961.8,197094.4,224052.3
Sutter,194035.4,213889.2,236572.1,259099.3,277388.4,300707.7,354895.5
Sutter Creek,282797.8,310707.2,327585.5,354477.4,373479.3,386564.9,445528
Taft,104372.8,113419.1,115674.8,121553.5,127999.7,135335.7,156472
Taft Mosswood,134211.8,160872.4,188099.5,225622.7,245202.8,258992.7,308161.5
Tahoe City,653379.4,686338.1,719558.8,764862.5,800341,836335.6,1148829.4
Tahoe Vista,509702.1,541692.9,571842,612663.6,641561.9,669686.7,900739.2
Tahoma,505154.3,532161,561053.7,607321,626330.9,654452.2,868510.6
Tehachapi,218956.7,236851.3,254032.9,270178.1,281999.3,299064.2,351826.3
Tehama,139972.5,147681.7,151714.1,163465.5,190677.2,209525.7,248268.7
Temecula,400395.3,419571.6,441110.6,476141.8,484183.5,507260,619001.1
Temple City,670366.3,669360.5,718637.9,787298.7,790201.3,817849,910491.1
Templeton,512287.4,543768.3,596491.9,634241.4,645797.9,673010.6,776632.3
Terra Bella,168502.5,182472.1,195246.6,209496.4,227891.2,238787.1,284456.8
The Sea Ranch,744728.6,782181.4,798954.5,831102.8,812358.8,807475.9,985470.7
Thermal,120978.6,138333.5,151365.3,168135.2,178224.6,192288.6,231962
Thornton,198524.1,229723.2,258207.2,287588.1,300114.8,329004.9,379285.8
Thousand Oaks,654410.8,686312.8,721148.3,752457,758754.7,782437.2,889729.5
Thousand Palms,161761.1,180173.7,197883.3,219562.1,232373,249743.2,303042.6
Three Rivers,279888.3,295182.6,320954.4,342973.8,364070.3,379751.5,455678
Tiburon,2217240.7,2329342.4,2360528.7,2527698.9,2519633.4,2533614.6,2966005.3
Tipton,113431.4,126126.4,145048.3,152089.7,165426.5,179779.1,213469.1
Tollhouse,234954,251221.9,259390.4,277308.6,289609.4,300799.4,358224.1
Tomales,727317.6,775108.5,820690.4,865252.4,863150.9,868224,1036012
Topanga,872318.3,854093.1,937832.1,1072220.3,1141693,1199479.8,1413815.9
Torrance,674458.3,689643.1,749669.6,826787.7,851478,886575.5,1012296.6
Tracy,404813.3,437642.1,466565.6,510173.3,527568.1,544214.2,679578.8
Tranquillity,125892.7,143077.1,159983.3,180206.2,200004.2,213647.9,244519.3
Trinidad,453796.9,487402.4,544677,578573.1,583484.5,599544.8,652828
Trinity Center,220287.8,231777.7,244378.9,249193.7,253271.5,269238.4,305794.9
Trona,25879,31050.8,40306.1,53337.4,51303.2,51085.8,66664.6
Truckee,554823.7,574342.8,613658.6,655621.3,676768.9,698608.7,964215.3
Tulare,165474.2,177938.2,197078.2,209380.3,220338,234106.2,276037.9
Tulelake,78986,84755.2,92315.3,101669,111948.2,117033.6,140634.2
Turlock,264300.4,284691.6,305113.4,328550,343228.9,364337.6,425485.4
Tustin,651301.9,669105.8,718742.9,769691.2,768737.2,800022.7,903830.8
Twentynine Palms,101160.8,103671.1,116173.6,139504.3,144527.5,160298.2,217679
Twin Bridges,239269.2,268028.5,291587.9,317991,327624.1,341487.8,408682.9
Ukiah,343505.4,373280.2,405864.1,433507.2,457541.3,469157,524119.9
Union City,658795.5,727829.5,779882.7,902836.9,901111.5,901091.7,1089657.3
Upland,461619,472672.8,514226.3,555854.1,557792.9,583111.2,685885.3
Upper Lake,216010.4,243672.4,265923.5,289474.1,301304.7,306993.8,353480.3
Vacaville,365889.6,394081.7,422053.4,454697.3,468780.4,489866,564914.4
Valinda,360668.2,378521.6,415166.2,464315.9,487066.3,516612.3,592421.8
Vallecito,240308.5,261392.4,281291,298700.6,313727.8,327601.6,349259.7
Vallejo,289162,331821.4,367593,409354,423079,440740.3,509786.4
Valley Center,506724.3,541372.9,573166.3,611645.5,611273.4,644570.7,760844.7
Valley Springs,254214.5,282220.2,307709.4,335283,348040.7,363815.3,439380.1
Ventura,526236.3,559266.4,592317.3,621063.6,631235.7,657295,755020.3
Victorville,185552.2,200309.7,225394.2,252723.7,262992.8,279777,347158.1
View Park-Windsor Hills,554905.1,581272,645531.4,759847.3,843261.6,920264.5,1059016.5
Villa Park,1066269.6,1079122.5,1156315.9,1248491.8,1247048,1317477.2,1539500.9
Visalia,198441.4,211573.2,230781.6,245727.6,256971.5,271433.6,319486.1
Vista,442081,474492.1,506370.2,535852.7,546023,575246.6,677238.1
Volcano,252369.1,278005.1,304739.2,329647.8,338499,344889.2,410300.5
Wallace,318202.3,347686.3,371352.8,398884.3,412607.1,433605.5,516957.2
Walnut,740997.7,729777.6,766592.7,808515.9,805286.8,823258.8,910851.1
Walnut Creek,843630.1,894655.2,946791.1,1009790,1019306.5,1060750.6,1261290.2
Walnut Grove,347753,376631.9,408333.8,439369.8,449968.1,473111.2,543397.7
Warner Springs,305727.6,340924.1,373505.7,407804.4,403046.4,415289.6,485087
Wasco,150142.4,162404.7,171714.7,182913.9,194810.1,207304.9,237376.5
Waterford,199988,225568,249816.2,273066.3,285480.3,304985.4,364322.5
Watsonville,488715.9,531783,569701.3,613684.9,624618.2,646974.3,753144.4
Weaverville,201851.2,213081.1,232113.6,250491,249727.6,257096.6,297990.2
Weed,154919.3,167897.8,187997.8,206446.5,220073.7,232025.1,277297.4
Weldon,107029.7,111221.3,119620.9,128824.3,135128.5,146497.2,167873.6
West Athens,317470.4,339372.5,381401,440755.3,476896.3,522791.6,605998.1
West Carson,435763.1,452042,493780.5,550290,573882.1,605324.8,700964.1
West Compton,314855.9,335558.7,381205.4,437379.9,467359.5,504767.3,582274.9
West Covina,444551.4,458816.6,497350.9,547809.9,563672.9,593926.2,681284.3
West Hollywood,1014983.5,1016226.9,1146936,1374000.1,1449503.9,1470284.5,1608727.8
West Point,142708.1,170963.3,194341.8,215034.3,229913.7,234434.8,280930.5
West Puente Valley,347802.7,362029,398402.5,452047.2,470245.6,501311.5,574453.1
West Sacramento,285164.5,313724.2,349970.7,377748.3,388264.8,405614.9,470323.4
Westlake Village,906525,943394.6,994898.4,1053674.6,1069162,1106030.3,1297089.8
Westminster,529363,549846.3,600676.2,656376.1,667676.5,707831,798331.9
Westmont,291989.8,312898.2,352025.4,414938,452965.9,494156.9,561273.2
Westwood,220224.3,236673.1,251349.7,280160.4,295125.7,315550.3,391079.9
Wheatland,224143.5,243647.6,269568.9,294115.4,310315.5,336891.9,393046.7
White Water,130932,149358.4,169735,200160.2,213868.7,232666.6,286297.3
Whitethorn,292356.2,321343.5,346044.8,361409.9,367738.7,368048.8,394094.6
Whittier,417821.5,437607.9,476746.3,523652.8,539529.8,573559.1,662301.6
Wildomar,324927.1,347851.7,371954.1,399549.9,409067.1,431908.4,527095.5
Williams,181452.9,200988,218489.2,238376.8,256021.7,276644.2,321695.4
Willits,263459.7,295780.3,324476.1,346211.8,354878.8,373885.2,409405.7
Willow Creek,264304.2,285577.4,313474.7,327534.7,331516.7,339805.7,364128.4
Willowbrook,259509.4,283579.6,324413.3,376817.3,416546.8,453592.3,519028.1
Willows,154777.2,170492.1,182580.2,202588.2,223799.7,243679.7,274372.8
Wilseyville,155774.3,183315,204582.4,217771.7,225395.4,232660.4,289144
Wilton,509496,551336.2,594635.9,640662.4,659654.1,678249.3,820003.1
Winchester,356622.5,378932.4,402866.7,431588,439711.2,462225,571073
Windsor,510123.2,561664.1,603448.6,663833.1,664738.6,675717.6,743372.5
Winters,342640.2,378889.2,417089.1,443134.7,460221.9,484470.1,549690.9
Winton,140253.8,155459.7,173971.8,195423.1,218908,236312.6,287119.6
Wofford Heights,137249.5,140599.4,146740.7,154052.7,164813,174475,201242.9
Woodacre,679702.1,740545.6,779033.1,844422.5,836939.7,865294.1,983827.9
Woodbridge,329270.9,348651.7,372803.9,406275.5,422273,450173.7,524988.9
Woodlake,142846.1,153181.2,168629.8,178990.9,193932.8,209260.1,248364.7
Woodland,307063.6,333183.2,368277.4,396458.4,410991.9,425949,484709.3
Woodside,2571889.9,2740171.3,2758142.5,2931648.5,2918828.5,3002668.9,3362381.1
Wrightwood,230023.1,242903.7,269478,303988.6,306313,320755.6,380688.2
Yermo,59991,62612.6,77820.4,111016.7,115007.3,136550,173531.4
Yorba Linda,741712.5,756056.7,814688.4,869260,863539.5,902208.7,1042356.2
Yountville,867632.5,930751.6,985898.6,1040493.4,1078248,1120945.9,1311820.5
Yreka,147052.4,155893.3,163423.5,174930.9,190187.6,198080.2,233822.1
Yuba City,225099.8,243232.4,270577,295807.7,310524.3,333738,393197.7
Yucaipa,286070.9,302006.7,332697.6,369420.6,376584.5,397064.1,463536.9
Yucca Valley,133268.8,142233.7,162087.2,195388.9,205148.5,221274.4,301759.4
